Order_ID,Order_Date,Carrier,Route,Region,Shipment_Type,Promised_TAT_Days,Actual_TAT_Days,On_Time,In_Full,OTIF,Freight_Cost_INR,Service_Failure_Reason,TAT_Delay
ORD100728,2024-01-28,Ekart,Surat-Nagpur,West,Standard,3,3,TRUE,TRUE,TRUE,464.6,None,0
ORD100729,2024-08-14,Ekart,Kolkata-Delhi,North,Economy,7,9,FALSE,TRUE,FALSE,333.54,None,2
ORD100730,2024-08-12,BlueDart,Lucknow-Patna,East,Standard,4,6,FALSE,TRUE,FALSE,659.31,Vehicle Breakdown,2
ORD100731,2024-03-23,XpressBees,Jaipur-Ahmedabad,North,Express,2,3,FALSE,TRUE,FALSE,1073.79,Weather Delay,1
ORD100732,2024-08-15,DTDC,Chennai-Pune,South,Express,2,3,FALSE,TRUE,FALSE,855.48,Driver Shortage,1
ORD100733,2024-03-21,BlueDart,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,412.4,None,0
ORD100734,2024-12-17,DTDC,Kolkata-Delhi,North,Economy,8,12,FALSE,TRUE,FALSE,384.44,None,4
ORD100735,2024-07-12,Ekart,Kochi-Coimbatore,South,Standard,3,3,TRUE,TRUE,TRUE,421.37,None,0
ORD100736,2024-04-11,Delhivery,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,930.6,None,0
ORD100737,2024-10-17,Delhivery,Chennai-Pune,South,Express,2,3,FALSE,TRUE,FALSE,790.37,Vehicle Breakdown,1
ORD100738,2024-03-01,BlueDart,Mumbai-Chennai,West,Economy,8,9,FALSE,TRUE,FALSE,238.84,Customs Hold,1
ORD100739,2024-05-24,Delhivery,Kolkata-Delhi,North,Express,2,5,FALSE,TRUE,FALSE,1143.69,None,3
ORD100740,2024-08-22,XpressBees,Kolkata-Delhi,North,Express,2,3,FALSE,TRUE,FALSE,1316.84,Driver Shortage,1
ORD100741,2024-04-18,BlueDart,Mumbai-Chennai,West,Standard,3,3,TRUE,TRUE,TRUE,440.78,None,0
ORD100742,2024-12-09,XpressBees,Lucknow-Patna,East,Economy,8,10,FALSE,TRUE,FALSE,370.12,High Volume Surge,2
ORD100743,2024-01-22,BlueDart,Kochi-Coimbatore,South,Express,2,3,FALSE,TRUE,FALSE,832.1,High Volume Surge,1
ORD100744,2024-06-11,Delhivery,Kochi-Coimbatore,South,Standard,3,4,FALSE,TRUE,FALSE,484.01,None,1
ORD100745,2024-07-03,XpressBees,Bhopal-Indore,Central,Express,2,2,TRUE,FALSE,FALSE,1027.86,Driver Shortage,0
ORD100746,2024-10-11,Ekart,Lucknow-Patna,East,Standard,5,7,FALSE,TRUE,FALSE,636.04,Vehicle Breakdown,2
ORD100747,2024-05-13,BlueDart,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,771.1,None,0
ORD100748,2024-03-16,XpressBees,Bangalore-Hyderabad,South,Standard,3,4,FALSE,TRUE,FALSE,591.1,Weather Delay,1
ORD100749,2024-09-17,Ekart,Mumbai-Chennai,West,Express,1,1,TRUE,TRUE,TRUE,793.61,None,0
ORD100750,2024-02-09,DTDC,Chennai-Pune,South,Economy,8,8,TRUE,TRUE,TRUE,262.65,None,0
ORD100751,2024-03-19,XpressBees,Kolkata-Delhi,North,Economy,6,8,FALSE,TRUE,FALSE,397.15,Address Issue,2
ORD100752,2024-01-23,BlueDart,Delhi-Mumbai,North,Standard,5,9,FALSE,TRUE,FALSE,727.4,None,4
ORD100753,2024-02-06,XpressBees,Kochi-Coimbatore,South,Standard,5,7,FALSE,TRUE,FALSE,513.73,Weather Delay,2
ORD100754,2024-04-16,DTDC,Bhopal-Indore,Central,Standard,3,4,FALSE,TRUE,FALSE,624.39,None,1
ORD100755,2024-12-16,XpressBees,Bangalore-Hyderabad,South,Standard,4,6,FALSE,FALSE,FALSE,531.88,Address Issue,2
ORD100756,2024-09-07,Delhivery,Kochi-Coimbatore,South,Standard,5,5,TRUE,TRUE,TRUE,451.14,None,0
ORD100757,2024-11-18,XpressBees,Surat-Nagpur,West,Standard,4,7,FALSE,FALSE,FALSE,518.98,None,3
ORD100758,2024-09-25,BlueDart,Lucknow-Patna,East,Express,2,4,FALSE,TRUE,FALSE,1397.83,Driver Shortage,2
ORD100759,2024-03-17,Ekart,Mumbai-Chennai,West,Standard,4,4,TRUE,TRUE,TRUE,447.99,None,0
ORD100760,2024-01-24,Ekart,Bangalore-Hyderabad,South,Express,2,2,TRUE,TRUE,TRUE,858.67,None,0
ORD100761,2024-06-30,BlueDart,Bhopal-Indore,Central,Economy,7,8,FALSE,TRUE,FALSE,227.08,Address Issue,1
ORD100762,2024-12-26,DTDC,Chennai-Pune,South,Express,1,2,FALSE,TRUE,FALSE,945.3,None,1
ORD100763,2024-04-05,Ekart,Chennai-Pune,South,Economy,8,9,FALSE,TRUE,FALSE,217.8,Address Issue,1
ORD100764,2024-12-01,Delhivery,Kolkata-Delhi,North,Express,2,5,FALSE,TRUE,FALSE,1086.25,None,3
ORD100765,2024-12-11,XpressBees,Surat-Nagpur,West,Economy,7,10,FALSE,TRUE,FALSE,284.26,Driver Shortage,3
ORD100766,2024-01-14,Ekart,Lucknow-Patna,East,Express,1,2,FALSE,TRUE,FALSE,1364.55,None,1
ORD100767,2024-08-30,XpressBees,Kolkata-Delhi,North,Economy,6,10,FALSE,TRUE,FALSE,379.56,Vehicle Breakdown,4
ORD100768,2024-05-30,BlueDart,Lucknow-Patna,East,Express,1,3,FALSE,TRUE,FALSE,1313.4,Vehicle Breakdown,2
ORD100769,2024-09-10,XpressBees,Kochi-Coimbatore,South,Express,2,2,TRUE,TRUE,TRUE,1157.52,None,0
ORD100770,2024-09-06,DTDC,Kochi-Coimbatore,South,Economy,8,9,FALSE,TRUE,FALSE,268.18,Driver Shortage,1
ORD100771,2024-09-10,BlueDart,Kolkata-Delhi,North,Economy,6,8,FALSE,TRUE,FALSE,312.69,Weather Delay,2
ORD100772,2024-06-25,Ekart,Kochi-Coimbatore,South,Standard,5,6,FALSE,FALSE,FALSE,430.92,None,1
ORD100773,2024-12-02,Delhivery,Surat-Nagpur,West,Economy,6,6,TRUE,TRUE,TRUE,235.55,None,0
ORD100774,2024-07-03,Delhivery,Surat-Nagpur,West,Standard,5,6,FALSE,TRUE,FALSE,479.98,Driver Shortage,1
ORD100775,2024-09-04,Delhivery,Surat-Nagpur,West,Economy,6,6,TRUE,TRUE,TRUE,201.79,None,0
ORD100776,2024-04-30,Delhivery,Bangalore-Hyderabad,South,Express,1,2,FALSE,TRUE,FALSE,835.72,Address Issue,1
ORD100777,2024-08-08,DTDC,Kolkata-Delhi,North,Express,1,4,FALSE,TRUE,FALSE,1463.12,Address Issue,3
ORD100778,2024-05-16,DTDC,Mumbai-Chennai,West,Express,1,3,FALSE,TRUE,FALSE,1166.82,High Volume Surge,2
ORD100779,2024-02-26,DTDC,Bangalore-Hyderabad,South,Economy,8,8,TRUE,TRUE,TRUE,259.02,None,0
ORD100780,2024-07-04,DTDC,Mumbai-Chennai,West,Economy,6,8,FALSE,TRUE,FALSE,230.3,None,2
ORD100781,2024-03-11,Ekart,Bangalore-Hyderabad,South,Economy,7,8,FALSE,TRUE,FALSE,202.37,Address Issue,1
ORD100782,2024-06-23,Delhivery,Mumbai-Chennai,West,Standard,4,4,TRUE,TRUE,TRUE,477.82,None,0
ORD100783,2024-09-28,DTDC,Chennai-Pune,South,Express,1,2,FALSE,TRUE,FALSE,1031.58,None,1
ORD100784,2024-08-14,Delhivery,Lucknow-Patna,East,Express,2,5,FALSE,TRUE,FALSE,1352.07,Weather Delay,3
ORD100785,2024-03-25,BlueDart,Bangalore-Hyderabad,South,Economy,8,8,TRUE,TRUE,TRUE,211.85,None,0
ORD100786,2024-09-23,BlueDart,Lucknow-Patna,East,Standard,3,6,FALSE,TRUE,FALSE,608.41,Driver Shortage,3
ORD100787,2024-11-08,XpressBees,Chennai-Pune,South,Standard,5,7,FALSE,TRUE,FALSE,506.92,High Volume Surge,2
ORD100788,2024-06-03,XpressBees,Bangalore-Hyderabad,South,Standard,5,6,FALSE,TRUE,FALSE,607.26,Vehicle Breakdown,1
ORD100789,2024-10-03,BlueDart,Mumbai-Chennai,West,Economy,7,8,FALSE,TRUE,FALSE,230.56,None,1
ORD100790,2024-01-15,Delhivery,Chennai-Pune,South,Express,2,2,TRUE,TRUE,TRUE,792.2,None,0
ORD100791,2024-09-16,DTDC,Bhopal-Indore,Central,Standard,3,5,FALSE,TRUE,FALSE,460.5,Driver Shortage,2
ORD100792,2024-10-24,BlueDart,Jaipur-Ahmedabad,North,Express,1,2,FALSE,TRUE,FALSE,890.27,Vehicle Breakdown,1
ORD100793,2024-07-12,DTDC,Kochi-Coimbatore,South,Economy,6,7,FALSE,TRUE,FALSE,288.41,Driver Shortage,1
ORD100794,2024-02-20,Delhivery,Bhopal-Indore,Central,Express,2,2,TRUE,TRUE,TRUE,826.42,None,0
ORD100795,2024-02-09,XpressBees,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,477.8,None,0
ORD100796,2024-09-07,DTDC,Jaipur-Ahmedabad,North,Standard,5,8,FALSE,TRUE,FALSE,562.53,Driver Shortage,3
ORD100797,2024-04-18,Delhivery,Lucknow-Patna,East,Express,1,4,FALSE,TRUE,FALSE,1377.99,None,3
ORD100798,2024-07-08,XpressBees,Surat-Nagpur,West,Express,1,3,FALSE,TRUE,FALSE,1022.5,None,2
ORD100799,2024-06-04,Ekart,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,933.47,None,0
ORD100800,2024-09-07,XpressBees,Chennai-Pune,South,Express,1,2,FALSE,FALSE,FALSE,1171.61,None,1
ORD100801,2024-08-31,BlueDart,Delhi-Mumbai,North,Economy,7,8,FALSE,TRUE,FALSE,328.08,Customs Hold,1
ORD100802,2024-11-15,Delhivery,Kochi-Coimbatore,South,Express,2,3,FALSE,TRUE,FALSE,790.33,Weather Delay,1
ORD100803,2024-02-15,XpressBees,Kochi-Coimbatore,South,Standard,3,4,FALSE,TRUE,FALSE,626.57,Driver Shortage,1
ORD100804,2024-10-13,BlueDart,Bangalore-Hyderabad,South,Economy,8,8,TRUE,TRUE,TRUE,203.45,None,0
ORD100805,2024-08-31,Delhivery,Mumbai-Chennai,West,Economy,8,8,TRUE,TRUE,TRUE,220.96,None,0
ORD100806,2024-12-27,BlueDart,Bhopal-Indore,Central,Express,1,1,TRUE,TRUE,TRUE,799.99,None,0
ORD100807,2024-01-13,XpressBees,Kochi-Coimbatore,South,Express,2,3,FALSE,TRUE,FALSE,1058.74,None,1
ORD100808,2024-03-27,Ekart,Bhopal-Indore,Central,Standard,4,4,TRUE,TRUE,TRUE,413.94,None,0
ORD100809,2024-12-13,Delhivery,Chennai-Pune,South,Express,2,2,TRUE,TRUE,TRUE,926.87,None,0
ORD100810,2024-03-13,BlueDart,Bangalore-Hyderabad,South,Economy,7,7,TRUE,FALSE,FALSE,200.57,Address Issue,0
ORD100811,2024-07-16,Ekart,Lucknow-Patna,East,Standard,4,5,FALSE,TRUE,FALSE,698.35,High Volume Surge,1
ORD100812,2024-11-20,Ekart,Mumbai-Chennai,West,Express,2,3,FALSE,TRUE,FALSE,776.13,None,1
ORD100813,2024-08-16,BlueDart,Kolkata-Delhi,North,Standard,5,8,FALSE,TRUE,FALSE,697.53,Customs Hold,3
ORD100814,2024-01-22,DTDC,Mumbai-Chennai,West,Express,1,2,FALSE,TRUE,FALSE,1010.73,Customs Hold,1
ORD100815,2024-11-19,XpressBees,Delhi-Mumbai,North,Economy,7,10,FALSE,FALSE,FALSE,380.53,Address Issue,3
ORD100816,2024-08-09,DTDC,Kolkata-Delhi,North,Economy,7,8,FALSE,TRUE,FALSE,325.68,Address Issue,1
ORD100817,2024-08-23,DTDC,Kolkata-Delhi,North,Economy,7,11,FALSE,TRUE,FALSE,396.62,Vehicle Breakdown,4
ORD100818,2024-01-05,Ekart,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,765.73,None,0
ORD100819,2024-10-02,XpressBees,Bangalore-Hyderabad,South,Economy,8,11,FALSE,TRUE,FALSE,280.94,Weather Delay,3
ORD100820,2024-07-08,XpressBees,Delhi-Mumbai,North,Economy,6,9,FALSE,TRUE,FALSE,472.65,None,3
ORD100821,2024-04-23,XpressBees,Kolkata-Delhi,North,Express,1,4,FALSE,TRUE,FALSE,1556.27,Driver Shortage,3
ORD100822,2024-09-13,XpressBees,Kolkata-Delhi,North,Standard,3,6,FALSE,FALSE,FALSE,812.75,None,3
ORD100823,2024-02-03,Delhivery,Surat-Nagpur,West,Economy,6,6,TRUE,TRUE,TRUE,203.64,None,0
ORD100824,2024-12-20,Ekart,Bangalore-Hyderabad,South,Economy,6,6,TRUE,TRUE,TRUE,227.83,None,0
ORD100825,2024-08-09,DTDC,Bhopal-Indore,Central,Standard,5,8,FALSE,FALSE,FALSE,551.91,Address Issue,3
ORD100826,2024-08-03,Ekart,Lucknow-Patna,East,Express,2,4,FALSE,TRUE,FALSE,1165.46,None,2
ORD100827,2024-12-19,XpressBees,Bhopal-Indore,Central,Standard,3,4,FALSE,TRUE,FALSE,609.54,Vehicle Breakdown,1
ORD100828,2024-10-30,BlueDart,Lucknow-Patna,East,Express,1,2,FALSE,TRUE,FALSE,1162.63,Weather Delay,1
ORD100829,2024-06-19,Ekart,Jaipur-Ahmedabad,North,Express,1,2,FALSE,TRUE,FALSE,822.94,None,1
ORD100830,2024-02-13,Delhivery,Bhopal-Indore,Central,Express,2,2,TRUE,TRUE,TRUE,863.42,None,0
ORD100831,2024-11-08,BlueDart,Delhi-Mumbai,North,Standard,4,7,FALSE,TRUE,FALSE,629.26,None,3
ORD100832,2024-11-02,BlueDart,Lucknow-Patna,East,Express,1,4,FALSE,TRUE,FALSE,1105.09,Vehicle Breakdown,3
ORD100833,2024-11-29,BlueDart,Kochi-Coimbatore,South,Standard,4,5,FALSE,TRUE,FALSE,484.19,Address Issue,1
ORD100834,2024-10-20,XpressBees,Delhi-Mumbai,North,Economy,7,10,FALSE,FALSE,FALSE,383.17,None,3
ORD100835,2024-03-06,DTDC,Bangalore-Hyderabad,South,Standard,4,6,FALSE,TRUE,FALSE,507.53,Weather Delay,2
ORD100836,2024-06-07,DTDC,Chennai-Pune,South,Standard,5,7,FALSE,TRUE,FALSE,606.33,None,2
ORD100837,2024-03-15,Ekart,Kochi-Coimbatore,South,Standard,4,4,TRUE,TRUE,TRUE,464.19,None,0
ORD100838,2024-02-05,Delhivery,Delhi-Mumbai,North,Economy,8,10,FALSE,TRUE,FALSE,360.3,None,2
ORD100839,2024-11-11,Delhivery,Jaipur-Ahmedabad,North,Economy,7,8,FALSE,TRUE,FALSE,212.57,Address Issue,1
ORD100840,2024-04-24,XpressBees,Chennai-Pune,South,Standard,3,4,FALSE,TRUE,FALSE,576.48,Driver Shortage,1
ORD100841,2024-01-06,XpressBees,Kolkata-Delhi,North,Economy,6,8,FALSE,TRUE,FALSE,390.7,None,2
ORD100842,2024-10-26,Ekart,Mumbai-Chennai,West,Express,1,1,TRUE,TRUE,TRUE,798.05,None,0
ORD100843,2024-05-14,BlueDart,Jaipur-Ahmedabad,North,Express,1,1,TRUE,TRUE,TRUE,802.22,None,0
ORD100844,2024-05-14,Ekart,Bangalore-Hyderabad,South,Economy,6,6,TRUE,TRUE,TRUE,205.75,None,0
ORD100845,2024-06-05,BlueDart,Mumbai-Chennai,West,Economy,6,7,FALSE,TRUE,FALSE,236.94,Vehicle Breakdown,1
ORD100846,2024-11-15,Delhivery,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,492.94,None,0
ORD100847,2024-05-05,BlueDart,Lucknow-Patna,East,Express,1,2,FALSE,TRUE,FALSE,1171.22,Driver Shortage,1
ORD100848,2024-09-07,DTDC,Delhi-Mumbai,North,Economy,6,10,FALSE,TRUE,FALSE,391.72,High Volume Surge,4
ORD100849,2024-09-12,BlueDart,Kolkata-Delhi,North,Standard,5,8,FALSE,TRUE,FALSE,686.15,Address Issue,3
ORD100850,2024-07-24,XpressBees,Bhopal-Indore,Central,Express,2,4,FALSE,TRUE,FALSE,1109.88,High Volume Surge,2
ORD100851,2024-04-21,BlueDart,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,804.85,None,0
ORD100852,2024-05-31,XpressBees,Chennai-Pune,South,Standard,5,5,TRUE,TRUE,TRUE,527.92,None,0
ORD100853,2024-07-07,DTDC,Surat-Nagpur,West,Standard,3,5,FALSE,TRUE,FALSE,542.76,Customs Hold,2
ORD100854,2024-11-26,Ekart,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,426.04,None,0
ORD100855,2024-02-20,Ekart,Mumbai-Chennai,West,Express,2,2,TRUE,TRUE,TRUE,922.52,None,0
ORD100856,2024-05-08,BlueDart,Mumbai-Chennai,West,Standard,3,3,TRUE,TRUE,TRUE,465.76,None,0
ORD100857,2024-07-26,Ekart,Chennai-Pune,South,Express,1,1,TRUE,FALSE,FALSE,815.91,Customs Hold,0
ORD100858,2024-04-17,BlueDart,Kochi-Coimbatore,South,Standard,5,5,TRUE,TRUE,TRUE,425.48,None,0
ORD100859,2024-04-06,Delhivery,Surat-Nagpur,West,Economy,8,9,FALSE,TRUE,FALSE,218.3,Address Issue,1
ORD100860,2024-12-03,XpressBees,Lucknow-Patna,East,Express,2,6,FALSE,TRUE,FALSE,1534.63,None,4
ORD100861,2024-06-02,Ekart,Jaipur-Ahmedabad,North,Express,2,3,FALSE,TRUE,FALSE,833.57,High Volume Surge,1
ORD100862,2024-11-04,DTDC,Jaipur-Ahmedabad,North,Express,1,1,TRUE,TRUE,TRUE,1119.08,None,0
ORD100863,2024-11-23,DTDC,Kochi-Coimbatore,South,Standard,4,5,FALSE,FALSE,FALSE,527.11,Customs Hold,1
ORD100864,2024-04-11,BlueDart,Chennai-Pune,South,Express,1,1,TRUE,FALSE,FALSE,882.13,Vehicle Breakdown,0
ORD100865,2024-09-22,XpressBees,Mumbai-Chennai,West,Standard,3,3,TRUE,TRUE,TRUE,456.93,None,0
ORD100866,2024-04-15,Delhivery,Delhi-Mumbai,North,Standard,4,6,FALSE,TRUE,FALSE,592.6,Customs Hold,2
ORD100867,2024-09-14,Delhivery,Bangalore-Hyderabad,South,Standard,4,5,FALSE,TRUE,FALSE,456.76,Vehicle Breakdown,1
ORD100868,2024-11-05,Ekart,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,905.18,None,0
ORD100869,2024-12-30,DTDC,Kolkata-Delhi,North,Standard,5,9,FALSE,TRUE,FALSE,852.79,Driver Shortage,4
ORD100870,2024-04-03,XpressBees,Chennai-Pune,South,Economy,6,7,FALSE,TRUE,FALSE,265.52,Driver Shortage,1
ORD100871,2024-05-20,BlueDart,Kochi-Coimbatore,South,Standard,5,5,TRUE,TRUE,TRUE,483.35,None,0
ORD100872,2024-10-10,Ekart,Bhopal-Indore,Central,Economy,6,6,TRUE,TRUE,TRUE,216.1,None,0
ORD100873,2024-04-16,Ekart,Mumbai-Chennai,West,Express,1,1,TRUE,TRUE,TRUE,793.02,None,0
ORD100874,2024-08-24,BlueDart,Bhopal-Indore,Central,Standard,3,3,TRUE,TRUE,TRUE,465.81,None,0
ORD100875,2024-12-09,Ekart,Lucknow-Patna,East,Economy,7,9,FALSE,FALSE,FALSE,315.19,None,2
ORD100876,2024-05-22,XpressBees,Surat-Nagpur,West,Standard,3,3,TRUE,TRUE,TRUE,531.27,None,0
ORD100877,2024-07-19,Delhivery,Bangalore-Hyderabad,South,Express,1,1,TRUE,TRUE,TRUE,855.89,None,0
ORD100878,2024-04-20,BlueDart,Bangalore-Hyderabad,South,Economy,6,6,TRUE,TRUE,TRUE,213.76,None,0
ORD100879,2024-05-07,DTDC,Delhi-Mumbai,North,Express,2,5,FALSE,TRUE,FALSE,1184.18,Vehicle Breakdown,3
ORD100880,2024-06-21,Delhivery,Jaipur-Ahmedabad,North,Express,1,1,TRUE,TRUE,TRUE,933.18,None,0
ORD100881,2024-10-14,BlueDart,Kolkata-Delhi,North,Express,1,4,FALSE,TRUE,FALSE,1119.01,Address Issue,3
ORD100882,2024-04-18,DTDC,Kolkata-Delhi,North,Express,2,4,FALSE,TRUE,FALSE,1330.49,Customs Hold,2
ORD100883,2024-09-12,Delhivery,Surat-Nagpur,West,Express,2,2,TRUE,FALSE,FALSE,915.53,High Volume Surge,0
ORD100884,2024-03-09,DTDC,Mumbai-Chennai,West,Economy,6,7,FALSE,TRUE,FALSE,296.38,Driver Shortage,1
ORD100885,2024-02-04,Delhivery,Jaipur-Ahmedabad,North,Economy,8,8,TRUE,TRUE,TRUE,227.32,None,0
ORD100886,2024-10-27,BlueDart,Jaipur-Ahmedabad,North,Economy,8,9,FALSE,TRUE,FALSE,226.19,None,1
ORD100887,2024-07-10,Delhivery,Delhi-Mumbai,North,Express,1,3,FALSE,TRUE,FALSE,1329.19,None,2
ORD100888,2024-08-15,Ekart,Surat-Nagpur,West,Express,1,2,FALSE,TRUE,FALSE,771.44,High Volume Surge,1
ORD100889,2024-11-27,Delhivery,Jaipur-Ahmedabad,North,Standard,4,4,TRUE,TRUE,TRUE,492.98,None,0
ORD100890,2024-12-06,BlueDart,Chennai-Pune,South,Express,2,2,TRUE,TRUE,TRUE,856.68,None,0
ORD100891,2024-01-27,Delhivery,Kolkata-Delhi,North,Economy,7,10,FALSE,TRUE,FALSE,299.04,Vehicle Breakdown,3
ORD100892,2024-04-14,Delhivery,Bangalore-Hyderabad,South,Express,1,1,TRUE,TRUE,TRUE,906.31,None,0
ORD100893,2024-08-17,DTDC,Kolkata-Delhi,North,Express,2,6,FALSE,TRUE,FALSE,1397.87,High Volume Surge,4
ORD100894,2024-03-20,Ekart,Kolkata-Delhi,North,Standard,3,6,FALSE,TRUE,FALSE,638.52,Customs Hold,3
ORD100895,2024-10-31,BlueDart,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,487.94,None,0
ORD100896,2024-08-20,Delhivery,Bhopal-Indore,Central,Economy,8,8,TRUE,TRUE,TRUE,218.4,None,0
ORD100897,2024-01-07,XpressBees,Chennai-Pune,South,Economy,8,9,FALSE,TRUE,FALSE,256.81,Weather Delay,1
ORD100898,2024-06-06,Ekart,Bhopal-Indore,Central,Standard,4,5,FALSE,TRUE,FALSE,492.34,Customs Hold,1
ORD100899,2024-04-09,BlueDart,Kochi-Coimbatore,South,Standard,3,3,TRUE,TRUE,TRUE,455.9,None,0
ORD100900,2024-05-06,Ekart,Lucknow-Patna,East,Economy,7,11,FALSE,TRUE,FALSE,282.85,Customs Hold,4
ORD100901,2024-05-06,XpressBees,Kolkata-Delhi,North,Express,2,7,FALSE,TRUE,FALSE,1449.84,Address Issue,5
ORD100902,2024-07-22,DTDC,Kochi-Coimbatore,South,Economy,6,6,TRUE,TRUE,TRUE,292.89,None,0
ORD100903,2024-09-29,BlueDart,Kochi-Coimbatore,South,Economy,6,7,FALSE,TRUE,FALSE,216.78,High Volume Surge,1
ORD100904,2024-04-17,DTDC,Lucknow-Patna,East,Standard,5,9,FALSE,FALSE,FALSE,886.6,None,4
ORD100905,2024-08-08,Ekart,Lucknow-Patna,East,Express,1,3,FALSE,TRUE,FALSE,1280.91,Address Issue,2
ORD100906,2024-02-26,Delhivery,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,421.38,None,0
ORD100907,2024-07-28,DTDC,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,1006.47,None,0
ORD100908,2024-04-30,DTDC,Surat-Nagpur,West,Express,1,1,TRUE,FALSE,FALSE,872.87,None,0
ORD100909,2024-01-22,XpressBees,Surat-Nagpur,West,Economy,6,6,TRUE,TRUE,TRUE,293.42,None,0
ORD100910,2024-08-30,Delhivery,Mumbai-Chennai,West,Economy,6,7,FALSE,TRUE,FALSE,241.42,Customs Hold,1
ORD100911,2024-11-08,DTDC,Jaipur-Ahmedabad,North,Standard,4,5,FALSE,TRUE,FALSE,618.66,Customs Hold,1
ORD100912,2024-11-04,Ekart,Delhi-Mumbai,North,Standard,3,5,FALSE,TRUE,FALSE,682.13,Weather Delay,2
ORD100913,2024-09-20,DTDC,Mumbai-Chennai,West,Standard,5,5,TRUE,TRUE,TRUE,597.94,None,0
ORD100914,2024-11-06,Delhivery,Lucknow-Patna,East,Express,2,3,FALSE,TRUE,FALSE,1416.02,Vehicle Breakdown,1
ORD100915,2024-12-03,XpressBees,Surat-Nagpur,West,Economy,8,8,TRUE,TRUE,TRUE,307.37,None,0
ORD100916,2024-09-15,XpressBees,Mumbai-Chennai,West,Standard,5,5,TRUE,TRUE,TRUE,606.56,None,0
ORD100917,2024-05-04,Delhivery,Delhi-Mumbai,North,Standard,3,6,FALSE,TRUE,FALSE,595.65,Vehicle Breakdown,3
ORD100918,2024-05-23,Delhivery,Kolkata-Delhi,North,Economy,8,9,FALSE,TRUE,FALSE,310.6,Customs Hold,1
ORD100919,2024-06-19,Ekart,Kolkata-Delhi,North,Economy,7,10,FALSE,TRUE,FALSE,356.17,Driver Shortage,3
ORD100920,2024-04-29,DTDC,Kolkata-Delhi,North,Economy,6,11,FALSE,TRUE,FALSE,429.96,Customs Hold,5
ORD100921,2024-10-20,Ekart,Kolkata-Delhi,North,Express,2,3,FALSE,TRUE,FALSE,1406.99,Weather Delay,1
ORD100922,2024-04-07,Delhivery,Jaipur-Ahmedabad,North,Standard,4,4,TRUE,TRUE,TRUE,458.11,None,0
ORD100923,2024-04-22,XpressBees,Lucknow-Patna,East,Standard,4,7,FALSE,FALSE,FALSE,717.38,Address Issue,3
ORD100924,2024-03-04,XpressBees,Surat-Nagpur,West,Express,2,2,TRUE,TRUE,TRUE,1084.35,None,0
ORD100925,2024-04-17,DTDC,Chennai-Pune,South,Standard,5,6,FALSE,TRUE,FALSE,530.63,Vehicle Breakdown,1
ORD100926,2024-01-12,BlueDart,Kolkata-Delhi,North,Express,2,6,FALSE,TRUE,FALSE,1421.1,None,4
ORD100927,2024-05-24,XpressBees,Bhopal-Indore,Central,Standard,4,7,FALSE,TRUE,FALSE,550.92,Address Issue,3
ORD100928,2024-12-22,DTDC,Kolkata-Delhi,North,Standard,3,5,FALSE,TRUE,FALSE,756.61,None,2
ORD100929,2024-11-29,Ekart,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,798.26,None,0
ORD100930,2024-01-29,Ekart,Delhi-Mumbai,North,Economy,8,9,FALSE,TRUE,FALSE,363.45,None,1
ORD100931,2024-06-22,Ekart,Mumbai-Chennai,West,Standard,3,3,TRUE,TRUE,TRUE,451.39,None,0
ORD100932,2024-11-30,XpressBees,Kochi-Coimbatore,South,Express,2,2,TRUE,FALSE,FALSE,962.87,Vehicle Breakdown,0
ORD100933,2024-03-03,BlueDart,Lucknow-Patna,East,Standard,5,7,FALSE,TRUE,FALSE,582.08,None,2
ORD100934,2024-09-04,DTDC,Surat-Nagpur,West,Express,1,4,FALSE,TRUE,FALSE,1124.21,None,3
ORD100935,2024-12-24,Ekart,Lucknow-Patna,East,Economy,6,7,FALSE,TRUE,FALSE,366.41,None,1
ORD100936,2024-04-16,XpressBees,Delhi-Mumbai,North,Economy,8,12,FALSE,TRUE,FALSE,426.79,None,4
ORD100937,2024-03-06,Delhivery,Mumbai-Chennai,West,Economy,8,8,TRUE,FALSE,FALSE,217.68,Weather Delay,0
ORD100938,2024-01-18,Delhivery,Kochi-Coimbatore,South,Economy,6,6,TRUE,TRUE,TRUE,235.46,None,0
ORD100939,2024-12-02,BlueDart,Mumbai-Chennai,West,Economy,7,7,TRUE,TRUE,TRUE,205.55,None,0
